,Type,HomeAdv,Win,PrevDiffHome1,PrevDiffAway1,PrevDiffHome2,PrevDiffAway2,PrevDiffHome3,PrevDiffAway3,PrevDiffHome4,PrevDiffAway4,PrevDiffHome5,PrevDiffAway5,PrevDiffHome6,PrevDiffAway6,PrevDiffHome7,PrevDiffAway7,PrevDiffHome8,PrevDiffAway8,PrevDiffHome9,PrevDiffAway9,PrevDiffHome10,PrevDiffAway10,dist_home,dist_away,TravelHome,TravelAway,TZDeltaHome,TZDeltaAway,team_a_ranking,team_a_points,team_b_ranking,team_b_points
14297,WM,0,1,0,1,1,-3,1,0,0,4,2,-5,2,2,2,-2,-1,1,0,2,2,0,3214.7598411146637,14167.953344937261,180.35663233948728,300.8450967520028,0,0,7,1198.13,5,1241.45
14298,WM,0,0.5,0,-3,1,2,0,5,1,0,0,-1,5,-2,0,-3,0,0,5,-1,1,0,3447.8860850606634,0,181.98049753270317,142.8385560296199,0,0,10,1125.5,70,456.53
14299,WM,0,0.5,1,0,3,0,2,1,1,2,-2,0,1,0,-2,1,0,-1,3,-1,2,4,2262.745120045845,1945.0479529317151,210.9955341561328,80.60733080215681,0,0,20,945.18,12,1051.44
14300,WM,0,1,2,-3,2,1,0,1,3,-2,2,1,1,0,3,-1,0,3,2,1,3,1,12510.512544325791,11432.979930723877,171.40626723554388,156.57618259682963,0,0,2,1430.57,15,989.44
14301,WM,0,1,1,-1,3,0,3,1,3,2,3,-2,0,-2,4,-1,1,0,0,-3,4,1,2590.465364238197,7826.928647594834,394.15828224463166,98.88839312234786,0,0,3,1298.32,61,520.75
14302,WM,0,1,3,0,-1,1,1,0,0,2,0,0,-1,6,-1,1,1,0,0,1,0,-2,695.6913421301408,2017.467948602038,298.0770687843946,149.7932814689446,0,0,24,879.9,6,1198.72
14303,WM,0,0.5,1,-1,3,5,-1,1,0,2,0,1,1,0,4,1,-1,0,0,0,-1,1,10354.61774629142,2508.636018237727,171.40626723554388,218.37659703924382,0,0,16,985.97,12,1050.84
14304,WM,0,0,1,1,3,0,1,1,1,1,3,0,1,2,2,2,-1,2,0,-1,2,0,13753.296261894262,2892.59187644267,241.59428605754917,54.117061582679746,0,0,14,1018.41,7,1198.13
14305,WM,0,0,2,1,2,1,2,3,0,3,3,3,2,3,1,0,3,4,0,1,2,0,12493.291309043954,2979.523916366931,73.66549410885263,288.2357269883583,0,0,2,1430.57,3,1298.32
14306,WM,0,0,0,0,-3,1,2,3,5,2,0,1,-1,-2,-2,1,-3,-2,0,0,-1,3,1361.3858506528054,1891.1565475015525,226.8976417754676,241.59428605754917,0,0,70,456.53,20,945.18
14307,WM,0,0.5,1,0,3,-1,-1,5,1,1,0,2,0,1,-1,0,-1,1,1,0,0,0,2079.5418196830483,3357.5014012841066,355.38252647504106,214.25783404442984,0,0,24,879.9,12,1050.84
14308,WM,0,1,2,1,1,1,0,1,1,3,1,3,0,3,2,3,2,0,2,4,-1,1,2169.5428180276986,1912.822868788895,224.6899222034169,300.8450967520028,0,0,7,1198.13,3,1298.32
14309,WM,0,1,0,2,0,0,1,-1,3,5,2,1,1,2,-2,1,1,0,-2,1,0,0,1871.536479172245,2508.636018237727,340.34646266320135,214.25783404442984,0,0,20,945.18,12,1050.84
14310,WM,0,1,-1,0,1,2,1,0,1,-1,3,5,3,1,3,2,3,1,0,0,4,1,1912.822868788895,2105.480253503916,0,212.0509955360159,0,0,3,1298.32,12,1050.84
14311,WM,0,1,1,0,2,0,1,0,0,1,1,3,1,2,0,1,2,-2,2,1,2,-2,2493.691069065942,1871.536479172245,127.23059732160955,0,0,0,7,1198.13,20,945.18
