,Type,HomeAdv,Win,PrevDiffHome1,PrevDiffAway1,PrevDiffHome2,PrevDiffAway2,PrevDiffHome3,PrevDiffAway3,PrevDiffHome4,PrevDiffAway4,PrevDiffHome5,PrevDiffAway5,PrevDiffHome6,PrevDiffAway6,PrevDiffHome7,PrevDiffAway7,PrevDiffHome8,PrevDiffAway8,PrevDiffHome9,PrevDiffAway9,PrevDiffHome10,PrevDiffAway10,dist_home,dist_away,TravelHome,TravelAway,TZDeltaHome,TZDeltaAway,team_a_ranking,team_a_points,team_b_ranking,team_b_points
14290,WM,0,0.5,-1,1,-1,-1,-2,1,0,-1,-2,-1,2,0,-1,0,-1,0,1,4,0,2,5938.952678680013,2752.0081894405407,288.2357269883583,378.39403623491495,0,0,29,1682.16087996189,2,1912.4981178880398
14291,WM,0,0,1,-1,1,1,-2,0,1,0,0,-1,-1,-1,3,1,1,0,1,0,0,1,11343.622469709426,2483.7360641029445,444.41128339938166,520.1124411682116,0.5,0.5,15,1775.02188793285,20,1720.8201548565
14292,WM,0,0,5,3,1,3,2,3,1,3,0,0,1,4,0,1,0,0,1,4,1,1,1421.5378024320255,1168.6785134314493,371.88548808761885,218.3765970392437,-0.25,-0.2,9,1800.3014577844501,8,1808.45124064968
14293,WM,0,0,-5,-3,-3,-1,-1,-1,0,0,1,0,-6,1,-1,1,0,0,-1,3,5,0,11319.119157102106,3291.9424582408874,62.49283449696746,102.91491980690395,0,0,43,1644.8581354701,49,1626.2614322453305
14294,WM,0,0,0,-3,1,-1,2,4,-2,0,-2,1,-1,-1,0,-1,-3,0,1,2,1,5,7433.325520636021,1706.1790346512914,351.80660609237395,211.75079038976259,-0.5,0,35,1669.20707059103,18,1733.4508619083801
14295,WM,0,0,0,3,1,-1,2,0,-1,0,0,1,0,4,0,-1,1,0,2,-1,2,0,7220.075328262743,11196.734530461152,195.72022824603732,73.66549410885263,-0.25,0.25,32,1678.30952659699,7,1815.70610227626
14296,WM,0,1,3,0,1,1,1,0,3,3,1,0,2,0,-1,-3,0,1,2,0,0,3,13009.410023448545,4077.831368835712,262.84955983831884,248.83154992590408,-0.2,0,13,1778.38323829708,5,1841.54613565046
14297,WM,0,1,0,1,1,-3,1,0,0,4,2,-5,2,2,2,-2,-1,1,0,2,2,0,3214.7598411146637,14167.953344937261,180.35663233948728,300.8450967520027,0,0,6,1824.54398393577,4,1867.2606061059696
14298,WM,-1,0.5,0,-3,1,2,0,5,1,0,0,-1,5,-2,0,-3,0,0,5,-1,1,0,3447.8860850606634,0,181.98049753270308,142.8385560296199,0.16666666666666666,-0.16666666666666666,2,1869.73542593025,43,1646.70866149612
14299,WM,0,0.5,1,0,3,0,2,1,1,2,-2,0,1,0,-2,1,0,-1,3,-1,2,4,2262.745120045845,1945.0479529317154,210.9955341561328,80.60733080215681,0,0,8,1820.9330101242606,19,1747.0013803377801
14300,WM,0,1,2,-3,2,1,0,1,3,-2,2,1,1,0,3,-1,0,3,2,1,3,1,12510.512544325791,11432.979930723877,171.40626723554388,156.57618259682988,0.2,-0.2,1,1950.46447141993,16,1776.82458186578
14301,WM,0,1,1,-1,3,0,3,1,3,2,3,-2,0,-2,4,-1,1,0,0,-3,4,1,2590.465364238197,7826.928647594834,394.1582822446318,98.88839312234786,0.25,0,3,1858.30347057794,27,1688.25302236903
14302,WM,0,1,3,0,-1,1,1,0,0,2,0,0,-1,6,-1,1,1,0,0,1,0,-2,695.6913421301407,2017.467948602038,298.0770687843945,149.79328146894463,-0.3333333333333333,0,18,1753.52379825117,211,0
14303,WM,0,0.5,1,-1,3,5,-1,1,0,2,0,1,1,0,4,1,-1,0,0,0,-1,1,10354.61774629142,2508.636018237727,171.40626723554388,218.3765970392437,-0.2,0.2,9,1810.81164451818,10,1808.13126168091
14304,WM,0,0,1,1,3,0,1,1,1,1,3,0,1,2,2,2,-1,2,0,-1,2,0,13753.296261894262,2892.5918764426697,241.59428605754917,54.117061582679746,0,0,6,1834.1872549739999,4,1856.6699621442199
14305,WM,0,0,2,1,2,1,2,3,0,3,3,3,2,3,1,0,3,4,0,1,2,0,12493.291309043954,2979.523916366931,73.66549410885263,288.2357269883583,-0.25,0,1,1950.46447141993,3,1858.30347057794
14306,WM,1,0,0,0,-3,1,2,3,5,2,0,1,-1,-2,-2,1,-3,-2,0,0,-1,3,1361.3858506528054,1891.1565475015525,226.8976417754676,241.59428605754917,0,0,43,1646.70866149612,8,1820.9330101242606
14307,WM,0,0.5,1,0,3,-1,-1,5,1,1,0,2,0,1,-1,0,-1,1,1,0,0,0,2079.5418196830483,3357.5014012841066,355.38252647504106,214.25783404442984,0.25,0.25,18,1753.52379825117,10,1808.13126168091
14308,WM,0,1,2,1,1,1,0,1,1,3,1,3,0,3,2,3,2,0,2,4,-1,1,2169.5428180276986,1912.822868788895,224.6899222034169,300.8450967520027,0,0,4,1856.6699621442199,3,1858.30347057794
14309,WM,0,1,0,2,0,0,1,-1,3,5,2,1,1,2,-2,1,1,0,-2,1,0,0,1871.536479172245,2508.636018237727,340.34646266320135,214.25783404442984,0,-0.25,8,1820.9330101242606,10,1808.13126168091
14310,WM,0,1,-1,0,1,2,1,0,1,-1,3,5,3,1,3,2,3,1,0,0,4,1,1912.822868788895,2105.480253503916,0,212.0509955360159,0,0,3,1858.30347057794,10,1808.13126168091
14311,WM,0,1,1,0,2,0,1,0,0,1,1,3,1,2,0,1,2,-2,2,1,2,-2,2493.691069065942,1871.536479172245,127.23059732160955,0,0,0,4,1856.6699621442199,8,1820.9330101242606
