,Type,HomeAdv,Win,PrevDiffHome1,PrevDiffAway1,PrevDiffHome2,PrevDiffAway2,PrevDiffHome3,PrevDiffAway3,PrevDiffHome4,PrevDiffAway4,PrevDiffHome5,PrevDiffAway5,PrevDiffHome6,PrevDiffAway6,PrevDiffHome7,PrevDiffAway7,PrevDiffHome8,PrevDiffAway8,PrevDiffHome9,PrevDiffAway9,PrevDiffHome10,PrevDiffAway10,dist_home,dist_away,TravelHome,TravelAway,TZDeltaHome,TZDeltaAway,team_a_ranking,team_a_points,team_b_ranking,team_b_points,Cont,ContQ,FSS,KFC,WM,WM-Q
0,FSS,1,1.0,0,-3,1,0,1,-3,-4,1,-1,0,0,0,-3,2,2,3,-1,-3,0,-3,0.0,13836.57037455844,0.0,187.97368888263642,0.0,0.0,114.0,260.28,158.0,112.14,0,0,1,0,0,0
1,FSS,1,0.0,0,0,1,2,1,1,-1,-1,0,1,0,0,1,0,1,-1,1,-1,-4,-1,0.0,1413.6753305481916,0.0,0.0,0.0,0.0,120.0,245.77,129.0,208.71,0,0,1,0,0,0
2,FSS,1,1.0,0,-1,3,-1,4,3,-3,-1,-1,0,0,-1,0,3,2,2,-1,-2,2,-1,215.3354253800797,442.76676088383766,0.0,73.79446014730627,0.0,0.16666666666666666,108.0,298.87,88.0,364.41,0,0,1,0,0,0
3,FSS,1,1.0,0,3,0,1,-1,1,3,1,-1,3,-1,2,-1,-1,1,-1,0,-3,-2,0,0.0,2211.7317716586026,0.0,243.97128022768558,0.0,0.0,101.0,325.01,98.0,328.96,0,0,1,0,0,0
4,FSS,0,1.0,0,0,-1,-2,1,-2,-2,-4,0,0,0,0,1,7,5,0,-1,-1,-3,4,3478.3095065975126,3896.1270121534662,0.0,0.0,0.0,0.0,106.0,307.77,158.0,111.79,0,0,1,0,0,0
5,FSS,1,-1.0,0,-3,1,1,-1,3,0,-2,-1,1,2,-1,1,1,-3,1,-2,-2,-1,0,851.7609199522278,698.3961122649921,0.0,0.0,0.0,0.0,96.0,338.07,127.0,221.62,0,0,1,0,0,0
6,FSS,0,1.0,-1,1,3,0,10,-1,-2,3,0,-3,-3,-4,0,-8,-2,-1,-2,-5,-2,-2,2503.482625777786,3482.335742792833,0.0,0.0,0.0,0.0,203.0,0.0,197.0,10.2,0,0,1,0,0,0
7,FSS,0,1.0,4,1,3,-2,2,0,2,0,-1,-3,2,-1,-4,-1,0,-1,-2,1,-1,-4,1253.3237880382856,4611.894700210962,147.23261289377828,0.0,-0.1111111111111111,0.0,141.0,179.99,183.0,56.95,0,0,1,0,0,0
8,FSS,1,1.0,-2,2,-1,0,2,-2,0,0,-4,-1,0,1,1,-2,0,-3,-4,0,1,-3,0.0,538.7025336401491,0.0,0.0,0.0,0.0,165.0,104.08,162.0,104.92,0,0,1,0,0,0
9,FSS,0,1.0,-2,-12,0,-2,0,-7,1,0,-2,1,-1,1,3,1,2,-7,4,-3,11,-4,1581.2076859831745,4609.045586536462,0.0,0.0,0.0,0.0,177.0,78.93,197.0,10.2,0,0,1,0,0,0
10,FSS,1,1.0,0,3,0,1,9,0,0,1,0,-3,4,1,-2,1,0,1,0,6,-1,4,0.0,8599.537009428012,0.0,1810.3618722009885,0.0,-0.8,92.0,348.42,131.0,207.08,0,0,1,0,0,0
11,FSS,1,1.0,0,0,2,1,2,3,0,1,1,2,0,0,1,6,0,1,0,0,0,0,0.0,1238.2511467455033,0.0,0.0,0.0,0.0,103.0,311.64,95.0,340.83,0,0,1,0,0,0
12,FSS,0,1.0,-3,-4,1,1,-2,0,0,-1,0,3,-3,-3,-1,-4,-1,-8,-1,-1,1,-5,4611.894700210962,3482.335742792833,0.0,0.0,0.0,0.0,183.0,56.95,197.0,10.2,0,0,1,0,0,0
13,FSS,0,-1.0,-4,7,-4,-2,-15,0,-7,0,-11,1,-10,-2,-11,-1,-8,3,-4,2,-7,4,2560.424570998561,1580.3561655070525,0.0,3.1775678950612254,0.0,0.0,203.0,0.0,177.0,78.93,0,0,1,0,0,0
14,FSS,1,1.0,5,-7,-2,-12,-1,-2,2,-7,0,0,-4,1,0,1,1,1,0,-7,-4,-3,0.0,4609.045586536462,0.0,0.0,0.0,0.0,165.0,104.08,197.0,10.2,0,0,1,0,0,0
15,FSS,0,0.0,7,4,-3,-1,1,3,-2,10,0,-2,0,0,-3,-3,-1,0,-1,-2,-1,-2,4611.894700210962,2503.482625777786,0.0,0.0,0.0,0.0,183.0,56.95,203.0,0.0,0,0,1,0,0,0
16,FSS,0,1.0,4,4,-5,7,2,-2,0,0,-2,0,0,1,-1,-2,1,-1,-2,3,-3,2,538.7025336401491,1581.2076859831745,0.0,4.766351842591837,0.0,0.0,162.0,104.92,177.0,78.93,0,0,1,0,0,0
17,FSS,0,-1.0,-4,-9,-4,-7,-4,-12,-15,-2,-7,-7,-11,0,-10,1,-11,1,-8,1,-4,-7,2569.5827188261637,4609.045586536462,4.766351842591837,0.0,0.0,0.0,203.0,0.0,197.0,10.2,0,0,1,0,0,0
18,ContQ,1,1.0,0,-1,0,-3,2,-1,4,-1,2,-8,1,-2,3,-8,1,-6,1,-5,5,-3,109.8118604729809,983.7257956043848,0.0,0.0,0.0,0.0,1.0,1596.13,203.0,0.0,0,1,0,0,0,0
19,ContQ,1,1.0,-2,-1,-1,2,1,1,-1,1,-1,0,2,1,1,-1,-1,0,-2,0,-1,2,0.0,1697.6814682615984,0.0,0.0,0.0,0.0,81.0,407.74,72.0,444.38,0,1,0,0,0,0
20,ContQ,0,1.0,0,-3,3,2,1,-2,0,0,1,1,0,0,1,1,-1,-3,0,-1,-1,-3,3113.116413750354,6147.19751863516,0.0,0.0,0.0,0.0,64.0,504.23,99.0,326.93,0,1,0,0,0,0
21,ContQ,1,1.0,-1,1,2,0,0,-2,3,-1,3,0,0,0,0,-3,3,-4,-1,-2,0,-2,201.11958641363697,4900.7590562627365,0.0,442.1643796620037,0.0,-0.18181818181818185,36.0,725.67,172.0,90.33,0,1,0,0,0,0
22,WM-Q,1,1.0,-1,-4,1,2,-4,0,2,-10,0,0,-4,-5,-4,-6,0,0,2,-10,-1,-11,0.0,782.7074535754228,0.0,0.0,0.0,0.0,116.0,259.35,149.0,144.2,0,0,0,0,0,1
23,WM-Q,1,1.0,1,4,0,0,1,0,1,-1,-4,-1,-1,0,0,5,-3,0,2,-2,-1,-2,0.0,714.3429907648558,0.0,59.52858256373799,0.0,0.0,114.0,260.28,147.0,155.62,0,0,0,0,0,1
24,WM-Q,1,-1.0,-4,2,-6,0,-4,3,-2,0,0,-3,-1,-2,0,-2,-1,0,0,0,0,-3,0.0,2963.8139512869066,0.0,0.0,0.0,0.0,118.0,249.34,148.0,146.14,0,0,0,0,0,1
25,WM-Q,1,1.0,3,0,1,7,-1,-4,-2,-2,4,1,1,3,4,1,-1,2,0,0,3,-1,0.0,2422.101940940268,0.0,0.0,0.0,0.0,91.0,354.69,185.0,39.9,0,0,0,0,0,1
26,WM-Q,1,1.0,5,-2,0,3,-1,0,-2,-3,1,-2,1,-2,0,-1,-1,-6,0,0,0,0,0.0,3187.9483941519566,0.0,0.0,0.0,0.0,110.0,284.72,172.0,90.02,0,0,0,0,0,1
27,FSS,1,-1.0,0,-2,-2,-3,1,2,2,-1,1,0,-1,-3,2,0,-4,5,-1,0,0,0,4190.506012465024,4376.336452188607,0.0,0.0,0.0,0.0,28.0,791.44,60.0,530.3,0,0,1,0,0,0
28,WM-Q,1,1.0,1,1,0,1,5,4,0,2,-5,-1,0,17,-1,-9,1,-1,1,-4,0,2,0.0,2124.8456649029113,0.0,163.94912231168772,0.0,-0.125,75.0,430.78,133.0,198.0,0,0,0,0,0,1
29,FSS,1,1.0,2,-1,-2,-2,-1,1,0,2,0,4,0,1,0,-2,0,0,0,0,-2,4,0.0,2020.9307707531989,0.0,0.0,0.0,0.0,66.0,491.18,43.0,622.76,0,0,1,0,0,0
30,FSS,1,0.0,1,0,-1,-1,1,-1,0,-1,-2,2,1,0,1,1,0,3,2,3,0,5,0.0,10195.774776447086,0.0,0.0,0.0,0.0,65.0,498.12,20.0,863.77,0,0,1,0,0,0
31,WM-Q,1,-1.0,-5,-1,0,0,-2,-1,1,0,10,-2,2,-2,2,-5,4,-4,-2,-2,-3,-2,0.0,2712.684590427872,0.0,0.0,0.0,0.0,136.0,193.24,179.0,74.55,0,0,0,0,0,1
32,WM-Q,0,0.0,1,-1,0,-1,1,-2,-2,2,-1,2,4,2,0,0,0,-4,3,1,-1,0,168.44649149338662,535.5234585514115,0.0,0.0,0.0,0.0,122.0,239.46,144.0,166.64,0,0,0,0,0,1
33,WM-Q,1,1.0,0,-4,1,2,-2,-2,0,0,1,-1,-1,-1,0,-5,1,-3,-2,-4,0,-2,0.0,3719.5492583518408,0.0,323.25847498806183,0.0,0.0,102.0,319.24,184.0,54.0,0,0,0,0,0,1
34,WM-Q,1,1.0,-1,-1,4,0,-2,-2,0,-2,-2,-4,0,0,1,0,-2,7,-2,0,3,-1,0.0,3167.305161963422,0.0,720.4417427216342,0.0,-0.5,113.0,261.14,158.0,111.79,0,0,0,0,0,1
35,FSS,0,-1.0,-2,0,-1,3,-3,0,0,0,1,4,0,-1,1,-3,0,2,-3,0,-3,0,15737.159712011355,16533.341127848686,0.0,0.0,0.0,0.0,44.0,615.3,9.0,1016.96,0,0,1,0,0,0
36,FSS,1,0.0,3,-2,-2,-2,0,-2,-1,0,1,0,0,-2,0,0,0,-2,0,-1,1,-2,0.0,1078.3324571891267,0.0,0.0,0.0,0.0,26.0,805.72,85.0,379.76,0,0,1,0,0,0
37,FSS,0,1.0,-1,0,3,-1,4,1,2,0,1,1,1,0,-4,4,1,2,2,0,-3,0,1024.203201699624,11702.645149189026,0.0,0.0,0.0,0.0,2.0,1563.45,11.0,959.85,0,0,1,0,0,0
38,WM-Q,1,-1.0,2,-3,-1,0,0,0,0,0,1,0,1,0,2,0,2,2,2,0,-1,2,0.0,4473.303428246859,0.0,0.0,0.0,0.0,62.0,524.39,25.0,807.4,0,0,0,0,0,1
39,FSS,1,-1.0,-1,3,-3,2,2,0,-2,1,0,0,0,0,0,3,-2,0,0,-1,1,1,413.2862841917411,13043.795697405114,0.0,0.0,0.0,0.0,48.0,598.43,5.0,1174.34,0,0,1,0,0,0
40,WM-Q,1,1.0,1,-1,4,3,1,1,1,0,0,1,3,-3,1,1,1,1,1,1,0,6,0.0,7411.0025877488415,0.0,248.33833728286152,0.0,0.25,53.0,558.99,131.0,207.08,0,0,0,0,0,1
41,WM-Q,1,-1.0,1,1,0,0,2,0,0,9,-2,0,-1,0,2,4,0,-2,1,0,1,0,734.8697461881558,904.1670716136406,101.12819937361714,150.69451193560658,0.0,0.0,109.0,292.79,92.0,348.42,0,0,0,0,0,1
42,WM-Q,1,0.0,1,-2,0,-1,0,-1,-1,3,3,-1,-1,0,-1,-1,-1,3,1,2,0,-2,0.0,140.59781145710988,0.0,70.68662388312035,0.0,-0.125,101.0,325.01,88.0,364.41,0,0,0,0,0,1
43,WM-Q,1,1.0,3,0,0,-2,0,2,0,1,0,4,1,0,5,-2,1,-1,0,-1,0,0,0.0,1253.1095513274006,0.0,0.0,0.0,0.0,15.0,918.4,114.0,260.5,0,0,0,0,0,1
44,WM-Q,1,-1.0,2,-1,0,0,3,1,4,3,-3,1,-1,2,0,0,0,6,2,1,-1,0,215.3354253800797,960.5361792113684,0.0,49.386191142630345,0.0,0.0,108.0,298.87,95.0,340.83,0,0,0,0,0,1
45,WM-Q,1,1.0,-3,-1,1,-2,1,4,4,-4,0,-1,1,-6,0,-4,0,0,3,-1,0,-2,16.450710724634355,7913.42792166022,0.0,0.0,0.0,0.0,33.0,744.91,160.0,105.85,0,0,0,0,0,1
46,WM-Q,1,0.0,1,5,0,3,2,-1,2,0,0,-5,1,-1,0,-1,1,0,0,1,0,-1,0.0,1209.6776717451112,0.0,0.0,0.0,0.0,103.0,311.64,87.0,372.33,0,0,0,0,0,1
47,WM-Q,1,1.0,1,0,5,0,5,2,2,1,1,-1,3,1,0,0,0,0,0,-1,-2,-1,1092.6665754766486,2625.6253990553682,0.0,140.61383696891772,0.0,0.1111111111111111,69.0,463.79,129.0,208.71,0,0,0,0,0,1
48,WM-Q,1,1.0,1,0,0,0,3,1,1,1,0,-1,6,0,0,0,1,1,0,1,4,1,728.793089300517,7247.999545959014,0.0,805.3332828843346,0.0,0.3333333333333333,22.0,837.35,120.0,245.77,0,0,0,0,0,1
49,ContQ,1,-1.0,-1,-3,-1,-2,-1,0,-4,-1,-2,4,-2,2,-2,0,-1,-1,-1,-2,-4,2,0.0,3568.9526927685797,0.0,0.0,0.0,0.0,203.0,0.0,71.0,455.77,0,1,0,0,0,0
50,ContQ,1,0.0,-1,0,-2,0,-1,3,-3,2,-2,0,-2,2,1,0,-3,2,-5,-1,0,-1,0.0,3667.685040404053,0.0,0.0,0.0,0.0,112.0,271.67,37.0,674.52,0,1,0,0,0,0
51,ContQ,1,-1.0,1,0,2,2,0,-3,-1,1,-1,-2,0,0,4,1,2,0,0,-2,0,3,0.0,1286.623035013742,0.0,0.0,0.0,0.0,41.0,645.1,39.0,655.99,0,1,0,0,0,0
52,ContQ,1,1.0,1,1,0,-2,2,-1,0,-1,0,-1,-1,0,-2,-1,1,2,1,0,-1,-1,0.0,1926.2984519036168,0.0,0.0,0.0,0.0,13.0,940.15,90.0,358.02,0,1,0,0,0,0
53,ContQ,1,-1.0,-1,0,0,0,1,2,0,1,0,-1,-1,0,1,2,-1,4,-4,1,-1,-3,0.0,2018.9232599757584,0.0,0.0,0.0,0.0,51.0,585.57,4.0,1176.88,0,1,0,0,0,0
54,ContQ,1,-1.0,0,-3,2,-3,0,-4,-1,-2,1,-3,-1,0,1,2,4,0,0,-2,-1,-3,0.0,1638.0231297259409,0.0,0.0,0.0,0.0,23.0,815.76,86.0,374.09,0,1,0,0,0,0
55,ContQ,1,-1.0,1,0,-4,1,-2,3,1,0,-1,0,0,2,-2,1,0,1,1,2,0,2,0.0,1603.8606963664092,0.0,0.0,0.0,0.0,57.0,546.27,15.0,918.43,0,1,0,0,0,0
56,ContQ,1,-1.0,-1,0,1,0,1,2,1,0,-2,1,1,1,-1,1,-1,1,0,1,2,0,0.0,1205.1065158270742,0.0,0.0,0.0,0.0,32.0,746.31,14.0,936.61,0,1,0,0,0,0
57,ContQ,1,1.0,3,-4,1,-2,-1,0,0,-1,-1,-2,1,-1,-1,-1,1,0,1,4,1,0,0.0,1752.772523929244,0.0,0.0,0.0,0.0,12.0,942.86,124.0,232.05,0,1,0,0,0,0
58,ContQ,1,-1.0,-4,1,2,-2,-2,3,-3,2,0,1,-4,0,-5,0,-3,3,-1,0,0,5,0.0,2108.117405800155,0.0,0.0,0.0,0.0,111.0,273.48,7.0,1109.8,0,1,0,0,0,0
59,ContQ,1,1.0,3,0,0,1,2,-4,0,0,-1,-3,-1,-2,-3,-2,1,-3,3,2,2,-1,0.0,3418.2829339213263,0.0,0.0,0.0,0.0,24.0,811.2,126.0,227.35,0,1,0,0,0,0
60,ContQ,1,-1.0,1,0,-2,1,-1,0,0,-1,-3,2,-1,3,-2,1,-2,1,0,0,-3,3,0.0,1107.8233462394128,0.0,0.0,0.0,0.0,167.0,102.25,10.0,1008.72,0,1,0,0,0,0
61,ContQ,1,-1.0,-1,-2,-1,-2,-1,-1,1,-1,1,1,1,-1,0,0,1,-1,0,2,0,-3,0.0,2249.539302624069,0.0,0.0,0.0,0.0,63.0,521.59,84.0,387.61,0,1,0,0,0,0
62,ContQ,1,0.0,3,-1,-1,2,-2,-2,-2,1,2,0,-2,-2,-2,-1,1,-4,0,0,-2,-5,0.0,1323.4482846718927,0.0,0.0,0.0,0.0,56.0,552.41,119.0,246.92,0,1,0,0,0,0
63,ContQ,1,1.0,2,-1,-5,-3,1,-1,-2,1,0,-1,8,2,-1,-1,-1,-1,-2,2,1,0,0.0,1486.2655859850056,0.0,0.0,0.0,0.0,79.0,415.59,88.0,364.15,0,1,0,0,0,0
64,ContQ,1,1.0,1,-1,2,2,1,-1,1,-2,-1,-2,4,-2,0,-1,0,0,3,3,3,2,25.637406101363613,760.6864589888166,0.0,0.0,0.0,0.0,3.0,1329.86,68.0,472.13,0,1,0,0,0,0
65,ContQ,1,-1.0,1,5,-1,1,0,2,0,0,-2,-1,0,4,-2,2,-1,2,0,-1,1,0,0.0,3772.981800953443,0.0,0.0,0.0,0.0,76.0,426.9,8.0,1059.87,0,1,0,0,0,0
66,ContQ,1,-1.0,-5,1,-2,-2,-1,-1,-2,3,-2,2,1,-1,0,0,-2,0,0,0,-1,-2,0.0,1623.0609458572421,0.0,0.0,0.0,0.0,128.0,211.16,54.0,557.73,0,1,0,0,0,0
67,ContQ,1,1.0,4,1,3,5,1,3,-2,1,-4,0,2,2,2,1,1,0,8,-3,1,6,0.0,1322.9390614863305,0.0,0.0,0.0,0.0,45.0,612.8,18.0,888.8,0,1,0,0,0,0
68,ContQ,1,-1.0,4,-1,-2,0,-5,-1,0,0,-1,1,-3,2,0,1,0,-3,0,-2,1,0,0.0,2173.1648623598185,0.0,0.0,0.0,0.0,59.0,544.53,29.0,784.3,0,1,0,0,0,0
69,ContQ,1,0.0,0,1,2,1,2,-1,1,1,5,-1,-1,-1,1,0,3,-2,-1,1,0,1,0.0,1742.3898559053625,0.0,0.0,0.0,0.0,31.0,753.77,26.0,806.45,0,1,0,0,0,0
70,ContQ,1,1.0,-1,-1,2,0,-2,1,-2,2,-3,0,-3,1,-1,1,-1,1,4,2,-2,-1,0.0,1969.8756507683954,0.0,0.0,0.0,0.0,117.0,250.75,19.0,874.67,0,1,0,0,0,0
71,WM-Q,0,1.0,1,-1,0,-1,-1,0,1,0,-2,0,0,0,0,0,1,0,5,0,-1,0,3478.3095065975126,4212.165146547605,0.0,398.4722807664325,0.0,0.16666666666666666,106.0,307.77,166.0,103.39,0,0,0,0,0,1
72,ContQ,1,1.0,1,0,-2,-1,-1,2,0,4,0,3,-6,1,-3,4,1,-1,0,3,1,-1,0.0,5206.957121964889,0.0,0.0,0.0,0.0,92.0,347.64,34.0,738.65,0,1,0,0,0,0
73,ContQ,1,0.0,-1,-4,-1,1,-2,0,1,-2,1,0,-2,-1,0,-1,0,0,-4,-1,1,1,0.0,6116.305744960217,0.0,0.0,0.0,0.0,125.0,228.84,46.0,612.36,0,1,0,0,0,0
74,FSS,1,1.0,-3,-3,3,1,4,2,-1,-2,1,-1,2,-3,0,-3,3,-5,-1,-1,0,-1,0.0,1481.9065466172092,0.0,0.0,0.0,0.0,40.0,646.12,154.0,130.6,0,0,1,0,0,0
75,ContQ,1,-1.0,-2,1,2,4,-1,1,0,1,0,1,0,-1,1,1,-1,1,-3,3,-3,1,0.0,3884.265860218189,0.0,0.0,0.0,0.0,138.0,191.93,15.0,918.48,0,1,0,0,0,0
76,ContQ,1,1.0,1,3,-3,-1,-4,1,0,-1,-1,-2,-2,-2,-2,2,0,-4,0,1,-1,0,0.0,5424.123438429735,0.0,0.0,0.0,0.0,143.0,168.86,107.0,305.75,0,1,0,0,0,0
77,ContQ,1,1.0,-1,3,-1,-2,-1,-1,-3,2,1,-1,-2,-1,-1,1,-4,0,-1,2,1,0,0.0,5973.000930770781,0.0,0.0,0.0,0.0,133.0,198.36,150.0,142.2,0,1,0,0,0,0
78,ContQ,1,1.0,-2,1,0,-3,1,1,3,3,1,-2,7,1,2,-1,1,1,-2,1,-1,-2,0.0,4181.737211724873,0.0,697.1257914819928,0.0,-0.14285714285714285,49.0,590.56,127.0,221.62,0,1,0,0,0,0
79,ContQ,1,1.0,0,0,0,2,-1,-1,1,0,0,-1,2,-3,3,-7,-1,-2,-1,-1,-1,-1,0.0,5692.524821078288,0.0,0.0,0.0,0.0,52.0,581.94,188.0,35.47,0,1,0,0,0,0
80,ContQ,1,0.0,-1,0,0,2,0,5,1,3,1,-1,-1,-1,-1,1,0,0,0,2,1,-1,0.0,6370.909282982173,0.0,440.2822073876557,0.0,-0.08333333333333333,73.0,436.33,57.0,545.91,0,1,0,0,0,0
81,FSS,1,1.0,8,-2,9,-4,5,-4,-2,-4,-1,-15,2,-7,0,-11,-4,-10,0,-11,1,-8,0.0,2569.5827188261637,0.0,0.0,0.0,0.0,165.0,104.08,203.0,0.0,0,0,1,0,0,0
82,FSS,0,-1.0,2,9,-7,3,-4,4,1,3,0,2,-1,2,3,-1,-3,2,-4,-4,-8,0,3482.335742792833,1253.3237880382856,0.0,0.0,0.0,0.0,197.0,10.2,141.0,179.99,0,0,1,0,0,0
83,FSS,0,-1.0,2,1,-9,4,-7,-5,-12,2,-2,0,-7,-2,0,0,1,-1,1,1,1,-2,4609.045586536462,538.7025336401491,0.0,0.0,0.0,0.0,197.0,10.2,162.0,104.92,0,0,1,0,0,0
84,FSS,0,-1.0,2,0,0,2,0,0,-1,1,6,-2,0,2,0,-1,-3,0,-4,0,0,1,3123.3766269017688,3312.09010403835,0.0,0.0,0.0,0.0,50.0,589.09,35.0,729.58,0,0,1,0,0,0
85,ContQ,1,0.0,1,-3,-1,0,2,0,-2,2,3,-1,3,-2,-1,0,-1,2,1,1,0,-1,0.0,1402.6028938301154,0.0,0.0,0.0,0.0,55.0,553.96,42.0,635.33,0,1,0,0,0,0
86,ContQ,1,1.0,0,0,3,-1,0,-4,-3,-1,-1,-1,1,1,3,0,2,1,-3,-1,-1,1,0.0,5758.841587778826,0.0,0.0,0.0,0.0,69.0,463.84,140.0,181.25,0,1,0,0,0,0
87,ContQ,1,0.0,2,-4,-2,-1,-3,-1,0,3,-2,0,-2,0,0,-2,2,-1,-1,0,0,1,0.0,3182.0269978476704,0.0,0.0,0.0,0.0,145.0,163.58,83.0,393.65,0,1,0,0,0,0
88,ContQ,1,1.0,0,1,-1,2,-3,0,0,0,-1,1,-3,0,-1,0,-1,-1,-3,1,0,2,0.0,4331.923453089221,0.0,0.0,0.0,0.0,121.0,242.16,78.0,423.78,0,1,0,0,0,0
89,ContQ,1,1.0,2,0,1,0,-1,1,0,1,0,-2,-2,-1,-3,0,1,0,-3,-3,-6,-2,0.0,5317.920902214801,0.0,0.0,0.0,0.0,74.0,433.97,123.0,237.93,0,1,0,0,0,0
90,ContQ,1,0.0,-1,2,1,4,-3,-1,-1,3,2,0,0,1,0,0,-3,1,0,-2,-1,-2,0.0,4096.013248493735,0.0,0.0,0.0,0.0,104.0,308.53,61.0,528.95,0,1,0,0,0,0
91,ContQ,1,-1.0,-1,0,-3,3,0,3,-1,4,-2,1,1,-1,-3,2,1,-1,-1,0,1,-1,0.0,5374.185919844812,0.0,0.0,0.0,0.0,152.0,139.43,38.0,659.05,0,1,0,0,0,0
92,ContQ,1,-1.0,-2,-2,0,3,0,2,0,4,-3,-4,-1,-1,-4,6,-3,0,1,1,0,-1,0.0,1685.1223129509315,0.0,0.0,0.0,0.0,182.0,68.04,76.0,426.7,0,1,0,0,0,0
93,ContQ,1,1.0,0,3,0,0,-1,1,2,1,-3,2,0,-1,1,0,-2,2,0,1,-2,1,0.0,5213.972848147704,0.0,0.0,0.0,0.0,104.0,309.32,47.0,601.81,0,1,0,0,0,0
94,ContQ,1,-1.0,-2,-1,-3,3,2,1,-2,1,-3,1,0,3,0,2,0,-1,-2,-1,1,-3,0.0,2906.1367801267897,0.0,565.0716776664973,0.0,-0.2222222222222222,132.0,201.43,98.0,328.96,0,1,0,0,0,0
95,ContQ,1,1.0,-1,2,0,1,1,-2,-1,1,0,0,-1,-1,2,2,1,1,-3,0,-2,0,0.0,2370.8669725454693,106.47011499402849,0.0,0.0,0.0,96.0,338.07,80.0,411.03,0,1,0,0,0,0
96,FSS,0,1.0,0,-1,0,0,-1,-1,-1,1,-1,0,2,1,0,0,1,4,3,2,3,0,9505.007204079831,11138.203794728544,933.1393194369607,311.6401137834486,0.0,0.0,20.0,863.77,11.0,959.85,0,0,1,0,0,0
97,FSS,0,1.0,-1,2,0,-1,0,2,2,0,0,3,1,3,0,0,2,0,-1,3,-1,-1,9472.793115633067,4969.773510807612,0.0,1697.9060438370325,0.0,0.3333333333333333,6.0,1156.01,36.0,725.67,0,0,1,0,0,0
98,FSS,0,-1.0,16,3,0,9,4,3,-1,4,3,3,10,2,-2,2,0,-1,-3,2,0,-4,2503.482625777786,1253.3237880382856,0.0,0.0,0.0,0.0,203.0,0.0,141.0,179.99,0,0,1,0,0,0
99,FSS,1,-1.0,8,5,8,-1,9,4,5,7,-2,-2,-1,0,2,0,0,1,-4,-2,0,-1,0.0,1581.2076859831745,0.0,0.0,0.0,0.0,165.0,104.08,177.0,78.93,0,0,1,0,0,0
100,FSS,0,-1.0,-8,3,-2,1,-4,4,-4,-5,-4,2,-15,0,-7,-2,-11,0,-10,-1,-11,1,2569.5827188261637,538.7025336401491,0.0,0.0,0.0,0.0,203.0,0.0,162.0,104.92,0,0,1,0,0,0
101,FSS,1,0.0,0,0,-2,3,-2,-2,-2,0,0,-1,0,1,-2,0,0,0,-2,0,-1,0,0.0,1078.3324571891267,359.4441523963753,359.4441523963753,0.3333333333333333,0.3333333333333333,85.0,379.76,26.0,805.72,0,0,1,0,0,0
102,FSS,1,1.0,-1,1,-2,0,-1,3,-3,0,0,-3,1,-1,0,1,1,3,0,2,-3,-3,513.8149530115949,5828.254355385658,3867.2562656564724,2914.127177692829,-2.5,-2.25,44.0,615.3,69.0,463.84,0,0,1,0,0,0
103,FSS,0,1.0,0,1,-1,0,2,0,-1,-1,-1,2,0,-3,1,0,3,1,-1,-2,0,0,4802.387009455416,3383.7279996798743,0.0,1691.8639998399365,0.0,0.5,67.0,481.84,104.0,309.32,0,0,1,0,0,0
104,FSS,0,1.0,1,2,0,0,3,3,0,3,0,4,4,1,-1,-1,-3,2,2,-1,0,0,16779.363739992416,8895.065052952896,61.579843643989754,3313.863658417437,0.125,1.5,9.0,1016.96,38.0,659.05,0,0,1,0,0,0
105,WM-Q,1,-1.0,-6,3,-4,1,2,0,0,-1,-10,1,0,-2,-5,0,-6,0,0,1,-10,5,69.86251078914064,329.23623545538464,198.65513766095242,873.0388122238417,0.25,-0.375,149.0,144.2,106.0,307.77,0,0,0,0,0,1
106,WM-Q,1,1.0,2,-1,1,0,0,7,1,-4,1,-2,-4,1,-1,3,0,1,-3,2,2,0,0.0,2906.5271752223907,0.0,140.98026666197728,0.0,0.0,114.0,260.28,185.0,39.9,0,0,0,0,0,1
107,FSS,1,1.0,3,1,2,-2,-2,-3,-1,2,0,-1,0,0,0,-3,0,0,0,5,0,0,0.0,1280.965504829448,0.0,1400.9854884316012,0.0,0.5,66.0,491.18,60.0,530.3,0,0,1,0,0,0
108,WM-Q,0,-1.0,-1,1,-2,1,3,0,0,5,-3,0,-2,-5,-2,0,-1,-1,-6,1,0,1,2848.6393838659833,3480.326373410187,86.9280213083168,870.0815933525462,-0.25,0.5,172.0,90.02,75.0,430.78,0,0,0,0,0,1
109,WM-Q,1,-1.0,3,4,2,-1,0,4,3,-2,0,0,-3,-2,-2,0,-2,1,0,-2,0,-2,0.0,343.7128841404026,740.9534878217266,85.92822103510038,-0.5,0.0,148.0,146.14,113.0,261.14,0,0,0,0,0,1
110,WM-Q,0,-1.0,-3,6,-1,-1,-1,1,0,-4,0,2,0,0,0,-4,0,-4,0,0,0,2,0.0,800.7960773410323,1053.0412866369013,200.19901933525787,-0.375,0.25,166.0,103.39,116.0,259.35,0,0,0,0,0,1
111,WM-Q,1,-1.0,0,3,-1,0,-1,1,-2,-2,2,0,2,1,2,-1,0,0,-4,1,1,-2,0.0,3067.9251662294537,133.88086463785294,766.9812915573638,0.0,0.0,144.0,166.64,102.0,319.24,0,0,0,0,0,1
