,Type,HomeAdv,Win,PrevDiffHome1,PrevDiffAway1,PrevDiffHome2,PrevDiffAway2,PrevDiffHome3,PrevDiffAway3,PrevDiffHome4,PrevDiffAway4,PrevDiffHome5,PrevDiffAway5,PrevDiffHome6,PrevDiffAway6,PrevDiffHome7,PrevDiffAway7,PrevDiffHome8,PrevDiffAway8,PrevDiffHome9,PrevDiffAway9,PrevDiffHome10,PrevDiffAway10,dist_home,dist_away,TravelHome,TravelAway,TZDeltaHome,TZDeltaAway,team_a_ranking,team_a_points,team_b_ranking,team_b_points,Cont,ContQ,FSS,KFC,WM,WM-Q
1695,FSS,0,1.0,-6,-3,1,-4,2,-3,-1,-14,0,-10,-7,9,-1,1,-3,-3,-5,-3,-3,-11,4654.09997991492,2746.6072717403617,0.0,0.0,0.0,0.0,182.0,1182.73399275725,207.0,687.5037501416341,0,0,1,0,0,0
1696,FSS,1,0.0,3,6,-1,4,-2,-5,-9,-1,5,1,0,-3,10,-4,-1,0,-3,3,-10,0,0.0,4864.539588426603,0.0,0.0,0.0,0.0,183.0,1163.18617529364,176.0,1226.98562885622,0,0,1,0,0,0
1697,ContQ,1,1.0,-2,2,-1,-3,-3,-1,0,-1,-1,0,0,2,3,8,0,0,-3,-2,-1,3,0.0,5125.384489226773,567.2735410026112,0.0,-0.35714285714285715,0.0,115.0,1426.62849549108,169.0,1281.46079551251,0,1,0,0,0,0
1698,FSS,0,1.0,1,0,0,0,-1,2,0,-1,-2,-1,-1,0,2,1,-3,0,6,0,0,4,3764.180247164024,10410.76400855811,0.0,0.0,0.0,0.0,11.0,1762.3883456482602,60.0,1584.31629595492,0,0,1,0,0,0
1699,FSS,1,1.0,-2,-2,-1,0,1,-1,-1,0,-3,0,0,0,1,-2,-1,0,0,0,0,3,0.0,1985.8078539315954,0.0,0.0,0.0,0.0,79.0,1541.34483718485,64.0,1572.9508671549802,0,0,1,0,0,0
1700,FSS,0,0.0,4,-1,-1,0,-1,0,12,2,0,-1,0,-1,1,0,-3,1,0,0,0,0,3696.006436827297,11665.006354598308,0.0,220.4280403057172,0.0,0.0,108.0,1452.31810990479,60.0,1584.31629595492,0,0,1,0,0,0
1701,ContQ,1,-1.0,-4,4,2,-2,-3,-1,-1,-3,-1,0,0,-1,2,0,8,3,0,0,-2,-3,0.0,5125.384489226773,366.09889208762667,366.09889208762667,0.14285714285714285,0.14285714285714285,169.0,1281.46079551251,115.0,1426.62849549108,0,1,0,0,0,0
1702,FSS,1,1.0,1,2,0,-4,-1,0,0,-1,2,-2,2,1,-3,-1,0,-5,0,-3,2,-2,0.0,7631.812205687767,0.0,0.0,0.0,0.0,70.0,1555.83801649278,150.0,1345.1066443592,0,0,1,0,0,0
1703,FSS,1,1.0,-7,1,-3,-1,-1,-1,-1,0,1,-2,-1,3,1,-1,3,-1,0,0,0,-4,120.19117544461012,7412.449651485627,0.0,0.0,0.0,0.0,126.0,1404.2512931529095,147.0,1354.44083153907,0,0,1,0,0,0
1704,FSS,1,1.0,0,10,1,0,1,1,0,1,0,0,0,0,-2,-3,-1,-1,-2,-1,1,0,14.859055634979114,162.7232004202094,0.0,0.0,0.0,0.0,84.0,1534.24639390421,131.0,1395.6690832127695,0,0,1,0,0,0
1705,FSS,1,1.0,1,-2,1,2,0,-3,-1,3,0,-3,2,1,2,-1,-3,-6,0,-2,0,-1,0.0,2607.0020429315146,0.0,0.0,0.0,0.0,70.0,1555.83801649278,139.0,1372.4799275544,0,0,1,0,0,0
1706,FSS,1,1.0,-1,-1,2,-2,-4,0,0,1,-1,-2,-2,-6,1,-1,-1,-2,-5,-2,-3,0,11.879932035568386,373.656338505383,1270.8912403298484,0.0,-0.6666666666666666,0.0,150.0,1345.1066443592,168.0,1287.55229341896,0,0,1,0,0,0
1707,FSS,1,1.0,-1,-1,0,1,1,0,1,1,0,2,0,-1,1,-2,0,1,1,0,1,1,469.745178865584,424.2364870568247,0.0,0.0,0.0,0.0,20.0,1709.52593350561,62.0,1578.34082586863,0,0,1,0,0,0
